MI005,Education Primary Teaching ,470,,,
MI006,Education Primary Teaching Gaeltacht Applicant ,430,,,
MI007,Early Childhood Care and Education ,360,,,
MI008,Education and Psychology Primary Teaching ,560,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CI101,Counselling and Psychotherapy ,240,211,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LC110,Art and Design ,,,,
LC114,Design Knitwear and Textiles Port ,,,,
LC223,Law and Taxation ,280,,,
LC224,Business and ,305,,,
LC225,Business and ,300,,,
LC226,Business ,200,200,,
LC231,Business Technology ,260,235,,
LC233,Software Development ,265,,,
LC234,Multimedia Programming and Design ,245,,,
LC236,Internet Systems Development ,320,,,
LC239,Computer Networks and Systems Management ,310,,,
LC241,Construction Management ,250,,,
LC242,Property Valuation and Management ,265,,,
LC243,Quantity Surveying ,250,,,
LC252,Civil Engineering Management ,240,,,
LC265,Pharmaceutical and Forensic Analysis ,370,,,
LC266,Drug and Medicinal Product Analysis ,290,,,
LC292,Applied Social Studies ,340,335,,
LC293,Business Studies with Tourism Management ,270,,,
LC294,Business Studies with Event Management ,300,,,
LC295,Business Studies with Sports Management ,280,270,,
LC402,Applied Social Studies in Social Care ,300,,,
LC407,Social and Community Studies ,205,,,
LC408,Environmental and Natural Resource ,270,,,
LC413,Business ,265,,,
LC418,Computing Games Design and Development ,265,,,
LC422,Sports Strength and Conditioning ,300,,,
LC502,Game Art and Design Portfolio ,,,,
LC513,Business ,280,,,
LC517,Creative Multimedia ,280,,,
LC518,Digital Animation Production Portfolio ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LM020,Law and Accounting ,435,,,
LM022,Politics and International Relations ,325,,,
LM029,Law Plus ,450,,,
LM030,Irish Music and Dance ,,,,
LM031,Voice and Dance ,,,,
LM032,Arts ,425,,,
LM033,New Media and English ,330,,,
LM035,English and History ,325,,,
LM036,Economics and Sociology ,370,,,
LM037,Economics and Mathematical Sciences ,400,,,
LM038,Psychology and Sociology ,490,,,
LM039,Journalism and New Media ,415,,,
LM040,European Studies ,375,,,
LM041,Politics and Public Administration ,345,,,
LM043,International Insurance and European Studies ,335,,,
LM044,Applied Languages ,425,415,,
LM045,Language and Literature ,345,,,
LM046,History Politics Sociology and Social Studies ,325,,,
LM048,,,,,
LM050,Business Studies ,420,,,
LM051,Computer Systems ,375,,,
LM052,Business Studies with a Modern Language ,420,,,
LM053,Business Studies with a Modern Language ,420,,,
LM055,Business Studies with a Modern Language ,445,,,
LM056,International Business ,475,,,
LM058,Financial Mathematics ,440,,,
LM060,Mathematical Sciences ,435,,,
LM061,Pharmaceutical and Industrial Chemistry ,400,,,
LM063,Technology Management ,330,,,
LM064,Industrial Biochemistry ,435,,,
LM065,Applied Physics ,395,,,
LM066,Environmental Science ,385,,,
LM068,Food Science and Health ,450,,,
LM071,Biomedical Engineering ,450,,,
LM073,Mechanical Engineering ,420,,,
LM076,Product Design and Technology ,415,,,
LM077,Aeronautical Engineering ,460,,,
LM080,Electronics ,360,,,
LM082,Construction Management and Engineering ,350,,,
LM083,Mobile Communications and Security ,355,,,
LM085,Civil Engineering ,475,,,
LM087,Energy ,390,,,
LM088,Mathematics and Physics ,460,,,
LM089,Sport and Exercise Sciences ,,,,
LM090,Physical Education with concurrent Teacher Educati ,,,,
LM092,Science with concurrent Teacher with Phy or ,,,,
LM093,Equine Science ,360,,,
LM094,Materials and Architectural Technology with ,430,,,
LM095,Materials and Engineering Technology with Te ,405,395,,
LM096,Science with concurrent Teacher Ed ,415,,,
LM099,Architecture ,,,,
LM100,Physiotherapy ,560,,,
LM101,Medicine Graduate Entry ,,,,
LM102,Psychology ,510,,,
LM110,Computer Games Development ,355,,,
LM113,Digital Media Design ,340,,,
LM114,Music Media and Performance Technology ,350,,,
LM115,Chemical and Biochemical Engineering ,455,,,
LM116,Engineering Choice ,425,,,
LM117,Science Choice ,400,,,
LM118,Electronic and Computer Engineering ,410,,,
LM119,Design and Manufacture ,430,,,
LM120,Aircraft Maintenance and Operations ,400,,,
LM150,General Nursing ,460,,,
LM151,Mature Applicants General Nursing ,,,,
LM152,Mental Health Nursing ,425,,,
LM153,Mature Applicants Mental Health Nursing ,,,,
LM154,Intellectual Disability Nursing ,,,,
LM155,Mature Applicants Intellectual Disability Nursing ,,,,
LM156,Midwifery ,,,,
LM157,Mature Applicants Midwifery ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MU001,Theology and Arts ,300,,,
MU002,Theology ,425,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MH001,Education Primary Teaching ,500,,,
MH002,Education Primary Teaching Gaeltacht Applicant ,480,,,
MH101,Arts ,350,345,,
MH102,Music Technology ,330,325,,
MH103,Music ,,,,
MH106,Psychology ,500,,,
MH107,Social Science ,390,,,
MH108,European Studies ,380,,,
MH109,Media Studies ,450,,,
MH110,Digital Media ,360,,,
MH111,Anthropology ,370,,,
MH112,Politics ,390,,,
MH113,History ,395,,,
MH114,English ,400,,,
MH115,Law and Arts ,450,,,
MH116,Community and Youth Work ,,,,
MH119,Law ,455,,,
MH121,International Development ,350,,,
MH140,Computer Science and Software Engineering En ,360,350,,
MH201,Science ,405,400,,
MH202,Biotechnology ,425,415,,
MH203,Computer Science and Software Eng ,365,,,
MH204,Physics with Astrophysics ,435,,,
MH206,Theoretical Physics and Mathematics ,525,,,
MH208,Biological and Biomedical Sciences ,465,,,
MH209,Psychology ,470,460,,
MH210,Pharmaceutical and Biomedical Chemistry ,450,440,,
MH212,Science with Education or Mathematics with Educati ,470,,,
MH214,Computational Thinking Maths and ,495,,,
MH304,Engineering entry to or Comms ,335,335,,
MH305,Product Design ,385,,,
MH401,Finance ,370,,,
MH403,Accounting and Finance ,410,,,
MH404,Business and Management ,435,,,
MH405,Equine Business ,350,,,
MH406,Law and Business or Law and Accounting ,450,,,
MH407,Business and Accounting ,410,,,
MH408,International Finance and Economics with options ,425,,,
MH410,Marketing ,400,,,
MH411,Entrepreneurship ,360,,,
MH801,Early Childhood Teaching and Learning ,380,,,
MH802,Community and Youth Work in service ,,,,
MH803,Local Studies or Community Studies Mat ,,,,
MH901,Arts AQA AQA ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SN001,Business Studies in International Hotel Management ,,,,
SN002,Commerce ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
AS001,Bachelor of Arts Home Ec and Biology ,510,,,
AS002,Bachelor of Arts Home Ec and Religio ,,,,
AS003,Bachelor of Arts Home Ec and ,,,,
AS004,Bachelor of Arts Home Ec and Economi ,440,425,,
AS051,Food and Business Management ,270,270,,
AS052,Health and Disability Studies ,240,240,,
AS110,General Nursing ,,,,
AS111,Mature Applicants General Nursing ,,,,
AS130,Intellectual Disability Nursing ,,,,
AS131,Mature Applicants Intellectual Disability Nursing ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SG141,Business ,280,,,
SG142,Business in International Marketing and Sales with ,285,285,,
SG143,Business in International Marketing and Sales with ,285,285,,
SG144,Business in International Marketing and Sales with ,330,280,,
SG146,Accounting ,310,,,
SG149,Business in Finance and Investment ,275,220,,
SG241,Performing Arts ,260,,,
SG242,Early Childhood Care and Education ,290,,,
SG243,Social Care Practice ,300,,,
SG245,Creative Design ,265,,,
SG246,Computing ,260,,,
SG342,Civil Engineering ,,,,
SG343,Quantity Surveying ,260,,,
SG345,Architectural Design ,270,,,
SG441,Environmental Science ,315,,,
SG442,Occupational Safety and Health ,305,,,
SG443,Human Nutrition ,395,,,
SG444,Science Undenominated ,300,,,
SG445,Pharmaceutical Science with Drug Development ,325,,,
SG446,Applied Archaeology ,295,,,
SG448,Forensic Investigation and Analysis ,340,,,
SG449,Medical Biotechnology ,315,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TL801,Animation Visual Effects and Motion Design ,250,,,
TL802,TV Radio and New Media Broadcasting ,275,,,
TL803,Music Technology ,280,,,
TL804,Creative Writing for Digital Media ,335,,,
TL805,Information Systems Management ,340,,,
TL810,Computing with Software Development ,300,,,
TL811,Computing with Games Development ,315,,,
TL812,Computing with Media Development ,310,,,
TL814,Computing with Mobile App Development ,310,,,
TL820,Travel and Tourism Management ,265,,,
TL821,Adventure Tourism Management ,320,,,
TL822,Hotel Management ,,,,
TL831,Business Studies ,305,,,
TL844,Agricultural Engineering ,325,,,
TL847,Manufacturing Engineering ,345,,,
TL848,Agricultural Science ,370,,,
TL850,Field Biology and Wildlife Tourism ,335,,,
TL851,Wildlife Biology ,300,,,
TL855,Pharmaceutical Science ,395,,,
TL871,Health and Leisure ,315,,,
TL872,Health and Leisure with Massage ,370,,,
TL880,Early Childhood Care and Education ,290,,,
TL890,General Nursing ,415,,,
TL891,Mental Health Nursing ,395,,,
TL892,Mature Applicants General Nursing ,,,,
TL893,Mature Applicants Mental Health Nursing ,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
WD025,Construction Management and Engineering ,280,,,
WD027,Music ,,,,
WD028,Applied Computing ,300,,,
WD048,Business ,290,,,
WD084,Accounting ,306,,,
WD085,Mechanical and Manufacturing Engineering ,290,,,
WD086,Electronic Engineering ,333,,,
WD091,Hospitality Management ,280,,,
WD116,General Nursing ,,,,
WD117,Psychiatric Nursing ,,,,
WD120,Intellectual Disability Nursing ,375,,,
WD124,Health Promotion ,305,,,
WD125,Exercise and Health Studies ,280,,,
WD134,International Business ,305,,,
WD137,Design ,285,,,
WD140,Laws ,300,,,
WD144,Architecture ,310,,,
WD147,Pharmaceutical Science ,350,,,
WD148,Tourism Marketing ,285,,,
WD149,Early Childhood Studies ,305,,,
WD150,Criminal Justice Studies ,280,,,
WD152,Visual Art ,285,,,
WD160,Finance and Investment ,300,,,
WD161,Computer Forensics Security ,300,,,
WD162,Quantity Surveying ,300,,,
WD163,Psychology ,380,,,
WD168,Entertainment Systems ,300,,,
WD171,Sustainable Energy Engineering ,285,,,
WD180,Physics for Modern Technology ,333,,,
WD186,Sports Coaching and Performance ,355,,,
WD187,Social Science ,290,,,
WD191,Agricultural Science ,,,,
WD192,Social Care Practice ,300,,,
WD193,Marketing and Digital Media ,300,,,
WD194,Culinary Arts ,315,300,,
WD195,Architectural and Building Information Modelling T ,285,,,
WD197,Internet of Things ,300,300,,
WD200,Arts ,280,,,
WD816,Mature Applicants General Nursing ,,,,
WD817,Mature Applicants Psychiatric Nursing ,,,,
WD820,Mature Applicants Intellectual Disability Nursing ,,,,
